Result,ST1_x,ST2_x,CM1_x,CM2_x,LM_x,RM_x,CB1_x,CB2_x,LB_x,RB_x,GK_x,ST1_y,ST2_y,CM1_y,CM2_y,LM_y,RM_y,CB1_y,CB2_y,LB_y,RB_y,GK_y
w_away,77,73,82,78,76,76,78,77,75,75,81,79,79,81,77,81,81,78,77,76,76,78
w_away,76,75,78,75,73,73,76,76,75,73,75,79,79,81,77,81,81,78,77,76,76,78
draw,88,84,88,84,80,82,86,85,82,81,88,79,79,81,77,81,81,78,77,76,76,78
w_home,89,85,91,85,89,85,85,85,83,84,85,79,79,81,77,81,81,78,77,76,76,78
w_home,87,84,87,83,84,81,83,83,81,80,84,77,77,79,78,78,77,80,79,76,78,81
w_away,77,77,79,80,76,81,76,75,77,76,80,77,77,79,78,78,77,80,79,76,78,81
w_away,84,82,91,88,84,83,84,82,82,86,89,77,77,79,78,78,77,80,79,76,78,81
w_home,79,72,75,78,73,82,80,78,76,74,73,77,77,79,78,78,77,80,79,76,78,81
w_away,80,75,81,82,74,79,80,79,80,81,80,77,77,79,78,78,77,80,79,76,78,81
w_away,78,77,79,78,77,76,76,75,79,78,76,77,77,79,78,78,77,80,79,76,78,81
w_away,81,77,78,79,75,76,79,76,77,76,73,77,77,79,78,78,77,80,79,76,78,81
draw,77,74,78,77,78,76,76,76,74,75,78,77,77,79,78,78,77,80,79,76,78,81
draw,79,75,78,75,76,72,78,78,76,76,75,77,77,79,78,78,77,80,79,76,78,81
draw,86,88,88,85,83,81,84,81,80,83,91,77,77,79,78,78,77,80,79,76,78,81
w_home,78,77,77,73,78,76,77,75,75,74,80,77,77,79,78,78,77,80,79,76,78,81
w_away,77,77,76,76,72,75,78,77,76,75,80,77,77,79,78,78,77,80,79,76,78,81
w_home,82,77,84,82,69,76,80,79,78,76,82,77,77,79,78,78,77,80,79,76,78,81
draw,87,85,82,81,82,84,84,82,80,81,80,77,77,79,78,78,77,80,79,76,78,81
draw,77,73,82,78,76,76,78,77,75,75,81,77,77,79,78,78,77,80,79,76,78,81
draw,76,75,78,75,73,73,76,76,75,73,75,77,77,79,78,78,77,80,79,76,78,81
draw,88,84,88,84,80,82,86,85,82,81,88,77,77,79,78,78,77,80,79,76,78,81
w_home,89,85,91,85,89,85,85,85,83,84,85,77,77,79,78,78,77,80,79,76,78,81
w_away,79,79,81,77,81,81,78,77,76,76,78,77,77,79,78,78,77,80,79,76,78,81
w_home,77,77,79,80,76,81,76,75,77,76,80,87,84,87,83,84,81,83,83,81,80,84
draw,84,82,91,88,84,83,84,82,82,86,89,87,84,87,83,84,81,83,83,81,80,84
w_away,79,72,75,78,73,82,80,78,76,74,73,87,84,87,83,84,81,83,83,81,80,84
w_away,80,75,81,82,74,79,80,79,80,81,80,87,84,87,83,84,81,83,83,81,80,84
draw,78,77,79,78,77,76,76,75,79,78,76,87,84,87,83,84,81,83,83,81,80,84
draw,81,77,78,79,75,76,79,76,77,76,73,87,84,87,83,84,81,83,83,81,80,84
w_home,77,74,78,77,78,76,76,76,74,75,78,87,84,87,83,84,81,83,83,81,80,84
w_home,79,75,78,75,76,72,78,78,76,76,75,87,84,87,83,84,81,83,83,81,80,84
w_home,86,88,88,85,83,81,84,81,80,83,91,87,84,87,83,84,81,83,83,81,80,84
w_home,78,77,77,73,78,76,77,75,75,74,80,87,84,87,83,84,81,83,83,81,80,84
w_home,77,77,76,76,72,75,78,77,76,75,80,87,84,87,83,84,81,83,83,81,80,84
w_away,77,77,79,78,78,77,80,79,76,78,81,87,84,87,83,84,81,83,83,81,80,84
w_home,82,77,84,82,69,76,80,79,78,76,82,87,84,87,83,84,81,83,83,81,80,84
w_home,87,85,82,81,82,84,84,82,80,81,80,87,84,87,83,84,81,83,83,81,80,84
w_home,77,73,82,78,76,76,78,77,75,75,81,87,84,87,83,84,81,83,83,81,80,84
w_away,76,75,78,75,73,73,76,76,75,73,75,87,84,87,83,84,81,83,83,81,80,84
w_home,88,84,88,84,80,82,86,85,82,81,88,87,84,87,83,84,81,83,83,81,80,84
w_home,89,85,91,85,89,85,85,85,83,84,85,87,84,87,83,84,81,83,83,81,80,84
draw,79,79,81,77,81,81,78,77,76,76,78,87,84,87,83,84,81,83,83,81,80,84
draw,84,82,91,88,84,83,84,82,82,86,89,88,85,85,84,83,64,88,83,86,82,89
draw,74,74,75,75,78,79,76,75,76,75,76,88,85,85,84,83,64,88,83,86,82,89
draw,82,81,84,81,80,78,83,81,80,78,81,88,85,85,84,83,64,88,83,86,82,89
w_away,78,84,81,80,77,77,80,77,78,80,78,88,85,85,84,83,64,88,83,86,82,89
draw,79,72,78,76,77,70,77,76,76,76,76,88,85,85,84,83,64,88,83,86,82,89
w_away,80,76,83,83,81,81,80,79,79,79,81,88,85,85,84,83,64,88,83,86,82,89
w_away,84,81,81,79,80,79,82,78,78,80,82,88,85,85,84,83,64,88,83,86,82,89
w_home,92,79,94,87,87,86,87,84,87,82,87,88,85,85,84,83,64,88,83,86,82,89
w_away,79,78,80,78,79,77,80,77,77,76,73,88,85,85,84,83,64,88,83,86,82,89
w_away,76,76,79,76,79,76,74,74,75,74,73,88,85,85,84,83,64,88,83,86,82,89
w_away,78,76,77,74,77,76,77,73,76,73,66,88,85,85,84,83,64,88,83,86,82,89
w_home,82,77,81,79,79,79,79,78,76,78,82,88,85,85,84,83,64,88,83,86,82,89
w_away,81,79,81,76,81,79,81,78,78,78,82,88,85,85,84,83,64,88,83,86,82,89
w_away,78,76,77,77,76,78,76,76,75,74,78,88,85,85,84,83,64,88,83,86,82,89
w_away,77,74,77,75,77,75,77,76,74,76,75,88,85,85,84,83,64,88,83,86,82,89
w_home,80,80,79,78,80,79,79,76,77,76,82,88,85,85,84,83,64,88,83,86,82,89
w_away,79,78,78,81,78,80,77,76,75,78,77,88,85,85,84,83,64,88,83,86,82,89
w_away,74,74,75,75,75,74,77,73,79,74,77,88,85,85,84,83,64,88,83,86,82,89
draw,94,88,90,89,86,84,90,85,87,84,85,88,85,85,84,83,64,88,83,86,82,89
w_home,82,76,82,82,80,78,82,79,79,80,84,88,85,85,84,83,64,88,83,86,82,89
draw,84,82,91,88,84,83,84,82,82,86,89,92,79,94,87,87,86,87,84,87,82,87
w_away,74,74,75,75,78,79,76,75,76,75,76,92,79,94,87,87,86,87,84,87,82,87
draw,82,81,84,81,80,78,83,81,80,78,81,92,79,94,87,87,86,87,84,87,82,87
draw,78,84,81,80,77,77,80,77,78,80,78,92,79,94,87,87,86,87,84,87,82,87
w_away,79,72,78,76,77,70,77,76,76,76,76,92,79,94,87,87,86,87,84,87,82,87
draw,80,76,83,83,81,81,80,79,79,79,81,92,79,94,87,87,86,87,84,87,82,87
w_away,84,81,81,79,80,79,82,78,78,80,82,92,79,94,87,87,86,87,84,87,82,87
w_away,79,78,80,78,79,77,80,77,77,76,73,92,79,94,87,87,86,87,84,87,82,87
w_home,76,76,79,76,79,76,74,74,75,74,73,92,79,94,87,87,86,87,84,87,82,87
w_away,78,76,77,74,77,76,77,73,76,73,66,92,79,94,87,87,86,87,84,87,82,87
w_away,82,77,81,79,79,79,79,78,76,78,82,92,79,94,87,87,86,87,84,87,82,87
w_away,81,79,81,76,81,79,81,78,78,78,82,92,79,94,87,87,86,87,84,87,82,87
w_away,78,76,77,77,76,78,76,76,75,74,78,92,79,94,87,87,86,87,84,87,82,87
draw,77,74,77,75,77,75,77,76,74,76,75,92,79,94,87,87,86,87,84,87,82,87
draw,80,80,79,78,80,79,79,76,77,76,82,92,79,94,87,87,86,87,84,87,82,87
w_away,79,78,78,81,78,80,77,76,75,78,77,92,79,94,87,87,86,87,84,87,82,87
w_away,74,74,75,75,75,74,77,73,79,74,77,92,79,94,87,87,86,87,84,87,82,87
w_away,94,88,90,89,86,84,90,85,87,84,85,92,79,94,87,87,86,87,84,87,82,87
w_away,82,76,82,82,80,78,82,79,79,80,84,92,79,94,87,87,86,87,84,87,82,87
draw,88,85,85,84,83,64,88,83,86,82,89,92,79,94,87,87,86,87,84,87,82,87
w_away,83,77,82,83,80,82,81,81,79,78,83,92,79,94,87,87,86,87,84,87,82,87
draw,90,83,89,86,84,83,89,85,86,84,89,92,79,94,87,87,86,87,84,87,82,87
w_home,86,88,88,85,83,81,84,81,80,83,91,84,79,83,82,79,80,80,78,80,76,76
w_away,86,88,88,85,83,81,84,81,80,83,91,80,76,83,83,81,81,80,79,79,79,81
draw,87,85,82,81,82,84,84,82,80,81,80,80,76,83,83,81,81,80,79,79,79,81
w_home,74,74,75,75,78,79,76,75,76,75,76,80,76,83,83,81,81,80,79,79,79,81
w_home,82,81,84,81,80,78,83,81,80,78,81,80,76,83,83,81,81,80,79,79,79,81
w_home,78,84,81,80,77,77,80,77,78,80,78,80,76,83,83,81,81,80,79,79,79,81
w_away,79,72,78,76,77,70,77,76,76,76,76,80,76,83,83,81,81,80,79,79,79,81
w_home,84,81,81,79,80,79,82,78,78,80,82,80,76,83,83,81,81,80,79,79,79,81
w_home,92,79,94,87,87,86,87,84,87,82,87,80,76,83,83,81,81,80,79,79,79,81
draw,79,78,80,78,79,77,80,77,77,76,73,80,76,83,83,81,81,80,79,79,79,81
w_home,76,76,79,76,79,76,74,74,75,74,73,80,76,83,83,81,81,80,79,79,79,81
w_away,78,76,77,74,77,76,77,73,76,73,66,80,76,83,83,81,81,80,79,79,79,81
w_home,82,77,81,79,79,79,79,78,76,78,82,80,76,83,83,81,81,80,79,79,79,81
draw,81,79,81,76,81,79,81,78,78,78,82,80,76,83,83,81,81,80,79,79,79,81
w_home,78,76,77,77,76,78,76,76,75,74,78,80,76,83,83,81,81,80,79,79,79,81
w_away,77,74,77,75,77,75,77,76,74,76,75,80,76,83,83,81,81,80,79,79,79,81
w_away,80,80,79,78,80,79,79,76,77,76,82,80,76,83,83,81,81,80,79,79,79,81
w_home,79,78,78,81,78,80,77,76,75,78,77,80,76,83,83,81,81,80,79,79,79,81
w_away,74,74,75,75,75,74,77,73,79,74,77,80,76,83,83,81,81,80,79,79,79,81
w_home,94,88,90,89,86,84,90,85,87,84,85,80,76,83,83,81,81,80,79,79,79,81
w_away,82,76,82,82,80,78,82,79,79,80,84,80,76,83,83,81,81,80,79,79,79,81
w_home,88,85,85,84,83,64,88,83,86,82,89,80,76,83,83,81,81,80,79,79,79,81
draw,91,86,88,86,87,87,90,87,85,84,92,80,76,83,83,81,81,80,79,79,79,81
w_home,87,85,82,81,82,84,84,82,80,81,80,81,80,80,76,78,79,80,79,76,78,83
w_home,91,86,88,86,87,87,90,87,85,84,92,81,80,80,76,78,79,80,79,76,78,83
draw,80,75,79,59,73,78,78,78,78,76,83,81,80,80,76,78,79,80,79,76,78,83
w_home,74,73,76,74,78,78,78,74,75,74,74,81,80,80,76,78,79,80,79,76,78,83
w_away,76,74,77,78,76,75,76,76,76,75,79,81,80,80,76,78,79,80,79,76,78,83
draw,77,76,81,81,79,75,80,80,77,76,80,81,80,80,76,78,79,80,79,76,78,83
w_home,79,76,83,79,79,80,84,81,78,75,83,81,80,80,76,78,79,80,79,76,78,83
w_home,75,71,74,73,71,76,74,74,74,74,76,81,80,80,76,78,79,80,79,76,78,83
draw,76,74,82,80,81,81,80,79,77,76,82,81,80,80,76,78,79,80,79,76,78,83
w_away,76,75,77,76,78,77,77,77,80,76,84,81,80,80,76,78,79,80,79,76,78,83
draw,75,72,82,78,77,79,77,77,75,75,80,81,80,80,76,78,79,80,79,76,78,83
draw,78,76,81,77,79,76,79,76,75,77,83,81,80,80,76,78,79,80,79,76,78,83
draw,81,81,82,83,82,77,82,80,77,76,85,81,80,80,76,78,79,80,79,76,78,83
w_away,78,77,76,79,72,74,78,77,78,73,79,81,80,80,76,78,79,80,79,76,78,83
w_home,81,76,71,76,72,76,78,77,75,73,79,81,80,80,76,78,79,80,79,76,78,83
w_home,81,79,85,80,83,83,85,82,79,83,81,81,80,80,76,78,79,80,79,76,78,83
w_away,83,77,83,82,82,81,80,76,78,75,79,81,80,80,76,78,79,80,79,76,78,83
w_home,78,77,76,73,72,76,80,76,75,76,75,81,80,80,76,78,79,80,79,76,78,83
w_home,88,84,88,84,80,82,86,85,82,81,88,81,79,85,80,83,83,85,82,79,83,81
w_home,94,88,90,89,86,84,90,85,87,84,85,81,79,85,80,83,83,85,82,79,83,81
w_home,91,86,88,86,87,87,90,87,85,84,92,81,79,85,80,83,83,85,82,79,83,81
w_home,81,80,80,76,78,79,80,79,76,78,83,81,79,85,80,83,83,85,82,79,83,81
draw,80,75,79,59,73,78,78,78,78,76,83,81,79,85,80,83,83,85,82,79,83,81
w_away,74,73,76,74,78,78,78,74,75,74,74,81,79,85,80,83,83,85,82,79,83,81
w_away,76,74,77,78,76,75,76,76,76,75,79,81,79,85,80,83,83,85,82,79,83,81
w_away,77,76,81,81,79,75,80,80,77,76,80,81,79,85,80,83,83,85,82,79,83,81
w_home,79,76,83,79,79,80,84,81,78,75,83,81,79,85,80,83,83,85,82,79,83,81
draw,75,71,74,73,71,76,74,74,74,74,76,81,79,85,80,83,83,85,82,79,83,81
w_away,76,74,82,80,81,81,80,79,77,76,82,81,79,85,80,83,83,85,82,79,83,81
w_away,76,75,77,76,78,77,77,77,80,76,84,81,79,85,80,83,83,85,82,79,83,81
draw,75,72,82,78,77,79,77,77,75,75,80,81,79,85,80,83,83,85,82,79,83,81
draw,78,76,81,77,79,76,79,76,75,77,83,81,79,85,80,83,83,85,82,79,83,81
draw,81,81,82,83,82,77,82,80,77,76,85,81,79,85,80,83,83,85,82,79,83,81
w_away,78,77,76,79,72,74,78,77,78,73,79,81,79,85,80,83,83,85,82,79,83,81
w_home,81,76,71,76,72,76,78,77,75,73,79,81,79,85,80,83,83,85,82,79,83,81
draw,83,77,83,82,82,81,80,76,78,75,79,81,79,85,80,83,83,85,82,79,83,81
w_home,78,77,76,73,72,76,80,76,75,76,75,81,79,85,80,83,83,85,82,79,83,81
w_away,88,84,88,84,80,82,86,85,82,81,88,90,83,89,86,84,83,89,85,86,84,89
w_home,92,79,94,87,87,86,87,84,87,82,87,90,83,89,86,84,83,89,85,86,84,89
w_away,94,88,90,89,86,84,90,85,87,84,85,90,83,89,86,84,83,89,85,86,84,89
draw,83,77,82,83,80,82,81,81,79,78,83,90,83,89,86,84,83,89,85,86,84,89
w_home,89,85,91,85,89,85,85,85,83,84,85,77,74,82,81,82,76,76,75,78,75,79
w_away,77,77,79,77,78,76,78,75,75,73,76,77,74,82,81,82,76,76,75,78,75,79
w_home,89,85,91,85,89,85,85,85,83,84,85,77,77,79,77,78,76,78,75,75,73,76
w_home,77,74,82,81,82,76,76,75,78,75,79,77,77,79,77,78,76,78,75,75,73,76
w_home,86,84,88,83,83,82,81,80,81,80,90,82,75,78,76,78,77,82,81,79,81,83
w_away,77,76,81,78,75,77,78,77,76,76,79,82,75,78,76,78,77,82,81,79,81,83
w_home,80,79,77,79,76,79,80,78,75,78,77,82,75,78,76,78,77,82,81,79,81,83
draw,78,77,80,74,78,74,76,75,74,74,78,82,75,78,76,78,77,82,81,79,81,83
w_away,75,74,77,75,74,72,77,76,76,75,75,82,75,78,76,78,77,82,81,79,81,83
w_home,76,80,80,81,77,73,76,74,78,77,79,82,75,78,76,78,77,82,81,79,81,83
w_home,78,78,83,81,74,75,78,73,79,77,83,82,75,78,76,78,77,82,81,79,81,83
draw,87,86,89,85,82,80,89,81,83,81,87,82,75,78,76,78,77,82,81,79,81,83
w_away,76,76,78,78,77,76,79,75,78,75,76,82,75,78,76,78,77,82,81,79,81,83
w_home,88,85,85,82,82,79,84,82,81,80,83,82,75,78,76,78,77,82,81,79,81,83
w_away,73,74,76,74,59,73,76,74,74,74,75,82,75,78,76,78,77,82,81,79,81,83
w_away,80,80,82,83,61,78,79,79,81,79,83,82,75,78,76,78,77,82,81,79,81,83
w_home,90,87,88,80,81,83,87,87,83,81,88,82,75,78,76,78,77,82,81,79,81,83
draw,78,84,80,77,80,79,80,77,77,76,82,82,75,78,76,78,77,82,81,79,81,83
w_away,87,82,91,89,84,82,83,82,83,80,84,82,75,78,76,78,77,82,81,79,81,83
w_away,77,77,75,76,76,79,79,78,75,76,80,82,75,78,76,78,77,82,81,79,81,83
w_home,89,87,91,87,90,86,86,84,84,84,86,82,75,78,76,78,77,82,81,79,81,83
draw,77,77,78,76,76,77,78,75,75,77,80,82,75,78,76,78,77,82,81,79,81,83
w_home,80,82,78,80,74,57,79,78,76,78,80,82,75,78,76,78,77,82,81,79,81,83
w_away,86,84,88,83,83,82,81,80,81,80,90,90,87,88,80,81,83,87,87,83,81,88
w_away,77,76,81,78,75,77,78,77,76,76,79,90,87,88,80,81,83,87,87,83,81,88
w_home,80,79,77,79,76,79,80,78,75,78,77,90,87,88,80,81,83,87,87,83,81,88
w_away,78,77,80,74,78,74,76,75,74,74,78,90,87,88,80,81,83,87,87,83,81,88
w_away,75,74,77,75,74,72,77,76,76,75,75,90,87,88,80,81,83,87,87,83,81,88
w_home,76,80,80,81,77,73,76,74,78,77,79,90,87,88,80,81,83,87,87,83,81,88
w_away,78,78,83,81,74,75,78,73,79,77,83,90,87,88,80,81,83,87,87,83,81,88
w_home,87,86,89,85,82,80,89,81,83,81,87,90,87,88,80,81,83,87,87,83,81,88
w_home,76,76,78,78,77,76,79,75,78,75,76,90,87,88,80,81,83,87,87,83,81,88
w_home,88,85,85,82,82,79,84,82,81,80,83,90,87,88,80,81,83,87,87,83,81,88
w_away,73,74,76,74,59,73,76,74,74,74,75,90,87,88,80,81,83,87,87,83,81,88
w_away,80,80,82,83,61,78,79,79,81,79,83,90,87,88,80,81,83,87,87,83,81,88
w_away,82,75,78,76,78,77,82,81,79,81,83,90,87,88,80,81,83,87,87,83,81,88
w_away,78,84,80,77,80,79,80,77,77,76,82,90,87,88,80,81,83,87,87,83,81,88
w_home,87,82,91,89,84,82,83,82,83,80,84,90,87,88,80,81,83,87,87,83,81,88
w_home,77,77,75,76,76,79,79,78,75,76,80,90,87,88,80,81,83,87,87,83,81,88
w_home,89,87,91,87,90,86,86,84,84,84,86,90,87,88,80,81,83,87,87,83,81,88
w_home,89,87,91,87,90,86,86,84,84,84,86,90,87,88,80,81,83,87,87,83,81,88
w_away,77,77,78,76,76,77,78,75,75,77,80,90,87,88,80,81,83,87,87,83,81,88
w_away,80,82,78,80,74,57,79,78,76,78,80,90,87,88,80,81,83,87,87,83,81,88
draw,91,84,94,89,86,82,88,87,87,84,89,90,87,88,80,81,83,87,87,83,81,88
w_away,82,80,88,85,82,82,82,82,81,80,85,90,87,88,80,81,83,87,87,83,81,88
w_home,87,82,81,85,81,85,86,84,76,81,88,90,87,88,80,81,83,87,87,83,81,88
draw,86,84,88,83,83,82,81,80,81,80,90,78,78,83,81,74,75,78,73,79,77,83
w_away,77,76,81,78,75,77,78,77,76,76,79,78,78,83,81,74,75,78,73,79,77,83
draw,80,79,77,79,76,79,80,78,75,78,77,78,78,83,81,74,75,78,73,79,77,83
draw,78,77,80,74,78,74,76,75,74,74,78,78,78,83,81,74,75,78,73,79,77,83
w_home,75,74,77,75,74,72,77,76,76,75,75,78,78,83,81,74,75,78,73,79,77,83
w_away,76,80,80,81,77,73,76,74,78,77,79,78,78,83,81,74,75,78,73,79,77,83
w_home,87,86,89,85,82,80,89,81,83,81,87,78,78,83,81,74,75,78,73,79,77,83
w_home,76,76,78,78,77,76,79,75,78,75,76,78,78,83,81,74,75,78,73,79,77,83
draw,88,85,85,82,82,79,84,82,81,80,83,78,78,83,81,74,75,78,73,79,77,83
w_home,73,74,76,74,59,73,76,74,74,74,75,78,78,83,81,74,75,78,73,79,77,83
w_away,80,80,82,83,61,78,79,79,81,79,83,78,78,83,81,74,75,78,73,79,77,83
w_home,82,75,78,76,78,77,82,81,79,81,83,78,78,83,81,74,75,78,73,79,77,83
w_away,90,87,88,80,81,83,87,87,83,81,88,78,78,83,81,74,75,78,73,79,77,83
w_away,78,84,80,77,80,79,80,77,77,76,82,78,78,83,81,74,75,78,73,79,77,83
draw,87,82,91,89,84,82,83,82,83,80,84,78,78,83,81,74,75,78,73,79,77,83
w_home,77,77,75,76,76,79,79,78,75,76,80,78,78,83,81,74,75,78,73,79,77,83
w_home,89,87,91,87,90,86,86,84,84,84,86,78,78,83,81,74,75,78,73,79,77,83
w_home,77,77,78,76,76,77,78,75,75,77,80,78,78,83,81,74,75,78,73,79,77,83
w_away,80,82,78,80,74,57,79,78,76,78,80,78,78,83,81,74,75,78,73,79,77,83
w_home,86,84,88,83,83,82,81,80,81,80,90,77,76,81,78,75,77,78,77,76,76,79
draw,80,79,77,79,76,79,80,78,75,78,77,77,76,81,78,75,77,78,77,76,76,79
w_away,78,77,80,74,78,74,76,75,74,74,78,77,76,81,78,75,77,78,77,76,76,79
w_away,75,74,77,75,74,72,77,76,76,75,75,77,76,81,78,75,77,78,77,76,76,79
draw,76,80,80,81,77,73,76,74,78,77,79,77,76,81,78,75,77,78,77,76,76,79
draw,78,78,83,81,74,75,78,73,79,77,83,77,76,81,78,75,77,78,77,76,76,79
w_home,87,86,89,85,82,80,89,81,83,81,87,77,76,81,78,75,77,78,77,76,76,79
draw,76,76,78,78,77,76,79,75,78,75,76,77,76,81,78,75,77,78,77,76,76,79
w_home,88,85,85,82,82,79,84,82,81,80,83,77,76,81,78,75,77,78,77,76,76,79
draw,73,74,76,74,59,73,76,74,74,74,75,77,76,81,78,75,77,78,77,76,76,79
draw,80,80,82,83,61,78,79,79,81,79,83,77,76,81,78,75,77,78,77,76,76,79
w_away,82,75,78,76,78,77,82,81,79,81,83,77,76,81,78,75,77,78,77,76,76,79
w_home,90,87,88,80,81,83,87,87,83,81,88,77,76,81,78,75,77,78,77,76,76,79
w_home,78,84,80,77,80,79,80,77,77,76,82,77,76,81,78,75,77,78,77,76,76,79
w_home,87,82,91,89,84,82,83,82,83,80,84,77,76,81,78,75,77,78,77,76,76,79
w_away,77,77,75,76,76,79,79,78,75,76,80,77,76,81,78,75,77,78,77,76,76,79
w_home,89,87,91,87,90,86,86,84,84,84,86,77,76,81,78,75,77,78,77,76,76,79
draw,77,77,78,76,76,77,78,75,75,77,80,77,76,81,78,75,77,78,77,76,76,79
draw,80,82,78,80,74,57,79,78,76,78,80,77,76,81,78,75,77,78,77,76,76,79
w_home,86,84,88,83,83,82,81,80,81,80,90,80,80,82,83,61,78,79,79,81,79,83
w_home,77,76,81,78,75,77,78,77,76,76,79,80,80,82,83,61,78,79,79,81,79,83
draw,80,79,77,79,76,79,80,78,75,78,77,80,80,82,83,61,78,79,79,81,79,83
w_home,78,77,80,74,78,74,76,75,74,74,78,80,80,82,83,61,78,79,79,81,79,83
w_away,75,74,77,75,74,72,77,76,76,75,75,80,80,82,83,61,78,79,79,81,79,83
w_home,76,80,80,81,77,73,76,74,78,77,79,80,80,82,83,61,78,79,79,81,79,83
draw,78,78,83,81,74,75,78,73,79,77,83,80,80,82,83,61,78,79,79,81,79,83
w_home,87,86,89,85,82,80,89,81,83,81,87,80,80,82,83,61,78,79,79,81,79,83
w_home,76,76,78,78,77,76,79,75,78,75,76,80,80,82,83,61,78,79,79,81,79,83
w_home,88,85,85,82,82,79,84,82,81,80,83,80,80,82,83,61,78,79,79,81,79,83
w_away,73,74,76,74,59,73,76,74,74,74,75,80,80,82,83,61,78,79,79,81,79,83
w_away,82,75,78,76,78,77,82,81,79,81,83,80,80,82,83,61,78,79,79,81,79,83
draw,90,87,88,80,81,83,87,87,83,81,88,80,80,82,83,61,78,79,79,81,79,83
w_away,78,84,80,77,80,79,80,77,77,76,82,80,80,82,83,61,78,79,79,81,79,83
draw,87,82,91,89,84,82,83,82,83,80,84,80,80,82,83,61,78,79,79,81,79,83
w_away,77,77,75,76,76,79,79,78,75,76,80,80,80,82,83,61,78,79,79,81,79,83
w_home,89,87,91,87,90,86,86,84,84,84,86,80,80,82,83,61,78,79,79,81,79,83
w_home,77,77,78,76,76,77,78,75,75,77,80,80,80,82,83,61,78,79,79,81,79,83
draw,80,82,78,80,74,57,79,78,76,78,80,80,80,82,83,61,78,79,79,81,79,83
draw,86,84,88,83,83,82,81,80,81,80,90,80,82,78,80,74,57,79,78,76,78,80
w_away,77,76,81,78,75,77,78,77,76,76,79,80,82,78,80,74,57,79,78,76,78,80
w_home,80,79,77,79,76,79,80,78,75,78,77,80,82,78,80,74,57,79,78,76,78,80
w_away,78,77,80,74,78,74,76,75,74,74,78,80,82,78,80,74,57,79,78,76,78,80
w_away,75,74,77,75,74,72,77,76,76,75,75,80,82,78,80,74,57,79,78,76,78,80
w_home,76,80,80,81,77,73,76,74,78,77,79,80,82,78,80,74,57,79,78,76,78,80
w_away,78,78,83,81,74,75,78,73,79,77,83,80,82,78,80,74,57,79,78,76,78,80
w_home,87,86,89,85,82,80,89,81,83,81,87,80,82,78,80,74,57,79,78,76,78,80
draw,76,76,78,78,77,76,79,75,78,75,76,80,82,78,80,74,57,79,78,76,78,80
w_away,88,85,85,82,82,79,84,82,81,80,83,80,82,78,80,74,57,79,78,76,78,80
w_away,73,74,76,74,59,73,76,74,74,74,75,80,82,78,80,74,57,79,78,76,78,80
w_home,80,80,82,83,61,78,79,79,81,79,83,80,82,78,80,74,57,79,78,76,78,80
w_away,82,75,78,76,78,77,82,81,79,81,83,80,82,78,80,74,57,79,78,76,78,80
w_home,90,87,88,80,81,83,87,87,83,81,88,80,82,78,80,74,57,79,78,76,78,80
w_home,78,84,80,77,80,79,80,77,77,76,82,80,82,78,80,74,57,79,78,76,78,80
w_home,87,82,91,89,84,82,83,82,83,80,84,80,82,78,80,74,57,79,78,76,78,80
w_away,77,77,75,76,76,79,79,78,75,76,80,80,82,78,80,74,57,79,78,76,78,80
w_away,89,87,91,87,90,86,86,84,84,84,86,80,82,78,80,74,57,79,78,76,78,80
w_home,77,77,78,76,76,77,78,75,75,77,80,80,82,78,80,74,57,79,78,76,78,80
draw,86,84,88,83,83,82,81,80,81,80,90,88,85,85,82,82,79,84,82,81,80,83
w_away,77,76,81,78,75,77,78,77,76,76,79,88,85,85,82,82,79,84,82,81,80,83
w_away,80,79,77,79,76,79,80,78,75,78,77,88,85,85,82,82,79,84,82,81,80,83
w_away,78,77,80,74,78,74,76,75,74,74,78,88,85,85,82,82,79,84,82,81,80,83
w_away,75,74,77,75,74,72,77,76,76,75,75,88,85,85,82,82,79,84,82,81,80,83
w_away,76,80,80,81,77,73,76,74,78,77,79,88,85,85,82,82,79,84,82,81,80,83
w_home,78,78,83,81,74,75,78,73,79,77,83,88,85,85,82,82,79,84,82,81,80,83
w_home,87,86,89,85,82,80,89,81,83,81,87,88,85,85,82,82,79,84,82,81,80,83
w_home,76,76,78,78,77,76,79,75,78,75,76,88,85,85,82,82,79,84,82,81,80,83
w_away,73,74,76,74,59,73,76,74,74,74,75,88,85,85,82,82,79,84,82,81,80,83
w_home,80,80,82,83,61,78,79,79,81,79,83,88,85,85,82,82,79,84,82,81,80,83
w_home,82,75,78,76,78,77,82,81,79,81,83,88,85,85,82,82,79,84,82,81,80,83
draw,90,87,88,80,81,83,87,87,83,81,88,88,85,85,82,82,79,84,82,81,80,83
w_home,78,84,80,77,80,79,80,77,77,76,82,88,85,85,82,82,79,84,82,81,80,83
w_home,87,82,91,89,84,82,83,82,83,80,84,88,85,85,82,82,79,84,82,81,80,83
w_away,77,77,75,76,76,79,79,78,75,76,80,88,85,85,82,82,79,84,82,81,80,83
w_home,89,87,91,87,90,86,86,84,84,84,86,88,85,85,82,82,79,84,82,81,80,83
draw,77,77,78,76,76,77,78,75,75,77,80,88,85,85,82,82,79,84,82,81,80,83
draw,80,82,78,80,74,57,79,78,76,78,80,88,85,85,82,82,79,84,82,81,80,83
w_home,86,84,88,83,83,82,81,80,81,80,90,78,77,80,74,78,74,76,75,74,74,78
